"Status","Comment"
"Not SATD","// Active app, prefer Talk results"
"Not SATD","// Don't search the current conversation."
"Not SATD","// Neither name nor displayname (one-to-one) match, skip"
"Not SATD","// In conversation, prefer this search results"
"Not SATD","// We are not returning something anyway."
"Not SATD","// $iconClass,"
"Not SATD","// Active app, prefer Talk results"
"Not SATD","// Mostlikely the result is not visible from the beginning,"
"Not SATD","// No search result from current conversation"
"Not SATD","// so we cut of the message a bit."
"Not SATD","// Delete previous avatars"
"Not SATD","// Fallback"
"Not SATD","// Can not nest breakout rooms"
"Not SATD","// Can not remove moderators with this method"
"Not SATD","// Can only do breakout rooms in group rooms"
"Not SATD","// Join the target breakout room"
"Not SATD","// Moderators don't switch, they are part of all breakout rooms"
"Not SATD","// Remove from all other breakout rooms"
"Not SATD","// Safety caution cleaning up potential orphan rooms"
"Not SATD","// Shuffle the attendees, so they are not always distributed in the same way"
"Not SATD","// Skip this room"
"Not SATD","// Skip this room"
"Not SATD","// TODO Removing any non-users here as breakout rooms only support logged in users in version 1"
"Not SATD","// TODO Removing any non-users here as breakout rooms only support logged in users in version 1"
"Not SATD","// TRANSLATORS Label for the breakout rooms, this is not a plural! The result will be ""Room 1"", ""Room 2"", ""Room 3"", ..."
"Not SATD","// and thus the cached value in the config object would trigger an UPDATE"
"Not SATD","// and thus the cached value in the config object would trigger an UPDATE"
"Not SATD","// and thus the cached value in the config object would trigger an UPDATE"
"Not SATD","// instead of an INSERT if there is another request to the API server"
"Not SATD","// instead of an INSERT if there is another request to the API server"
"Not SATD","// instead of an INSERT if there is another request to the API server"
"Not SATD","// this is needed here because the delete happens in a concurrent request"
"Not SATD","// this is needed here because the delete happens in a concurrent request"
"Not SATD","// this is needed here because the deletion happens in a concurrent request"
"Not SATD","// user error"
"Not SATD","//api.spreed.cloud');"
"Not SATD","// Only delete users when the user is not member via another circle"
"Not SATD","// Only delete users when the user is not member via another group"
"Not SATD","// Add participant as a moderator when they were not in the room already"
"Not SATD","// Also there are issues with some providers when you enter the same number twice"
"Not SATD","// Can not promote/demote groups"
"Not SATD","// Can not set publishing permissions for those actor types"
"Not SATD","// Circles not enabled"
"Not SATD","// consecutive too fast, so we avoid this as well."
"Not SATD","// Currently we only care if the user has a session at all, so we can select any: #ThisIsFine"
"Not SATD","// Do not allow to start with a '0' as that is a special mode on the phone server"
"Not SATD","// Filter out non-moderators and users without lobby permissions"
"Not SATD","// FIXME handle duplicate invites gracefully"
"Not SATD","// FIXME PROBLEM"
"Not SATD","// kick out all participants out of the call"
"Not SATD","// Make sure the custom flag is set when not setting to default permissions"
"Not SATD","// need to use ""USER"" here, because ""USER_SELF_JOINED"" only works for public calls"
"Not SATD","// Not a user?"
"Not SATD","// Not a user?"
"Not SATD","// Only allow invited and regular members"
"Not SATD","// Only allow invited and regular members"
"Not SATD","// Only remove normal users, not moderators/admins"
"Not SATD","// Only remove normal users, not moderators/admins"
"Not SATD","// Participant is already in the conversation, so skip them."
"Not SATD","// Participant is already in the conversation, so skip them."
"Not SATD","// queried here to avoid loop deps"
"Not SATD","// Remove participant from all breakout rooms"
"Not SATD","// shouldn't happen unless some code called joinRoom without previous checks"
"Not SATD","// Update the random guest id"
"Not SATD","// User joining a group or public call through listing"
"Not SATD","// User joining a public room, without being invited"
"Not SATD","// XOR so we don't move the participant in and out when they are changed from moderator to owner or vice-versa"
"Not SATD","// Fix `null` being stored if the only voter revokes their vote"
"Not SATD","// Only moderators and the author of the poll can update it"
"Not SATD","// If the recording to be stopped is not known to the recording"
"Not SATD","// server it will never notify that the recording was stopped, so"
"Not SATD","// the status needs to be explicitly changed here."
"Not SATD","// FIXME This should not be done, but currently all the clients use it to get the avatar of the user ?"
"Not SATD","// Generate a PIN if the attendee is a user and doesn't have one."
"Not SATD","// No participants and chat messages for users in the lobby."
"Not SATD","// so we can save the query."
"Not SATD","// When the last message is the last read message, there are no unread messages,"
"Not SATD","// Allowed for the automated conversation of one-to-one chats to read only former"
"Not SATD","// Delete all breakout rooms when deleting a parent room"
"Not SATD","// Delete attendees"
"Not SATD","// Delete room"
"Not SATD","// Do not allow manual changing the permissions in breakout rooms"
"Not SATD","// If room exists: Reuse that one, otherwise create a new one."
"Not SATD","// If we are setting a fixed set of permissions and apply that to users,"
"Not SATD","// Kick all guests and users that were not invited"
"Not SATD","// Make sure the custom flag is set when not setting to default permissions"
"Not SATD","// we can also simplify it and reset to default."
"Not SATD","// 255 chars are not unique? Try again..."
"Not SATD","// hardcode de_DE to de because this is a quirk in Nextcloud itself"
"Not SATD","// Needs to use mpm_event"
"Not SATD","// Needs to use mpm_prefork"
"Not SATD","// remove ""Deutsch (Formal)"""
"Not SATD","// rename ""Deutsch (Pers?nlich)"" to ""Deutsch"""
"Not SATD","// TODO maybe filter out languages with an _"
"Not SATD","// Adding some unique but reproducable part to the share_with here"
"Not SATD","// Removing the conversation token from the leaked data if not a participant."
"Not SATD","// so the avatars for conversations are distinguishable"
"Not SATD","// /37c09aa0-1b92-4cf6-8c66-86d8cac8c1d0/files"
"Not SATD","// e.g. because the user never logged in but a cron job runs"
"Not SATD","// If we fail to get the owner of the view from the cache,"
"Not SATD","// so for now we don't overwrite the share path ?\_(?)_/?"
"Not SATD","// Something weird is going on, we can't fallback more"
"Not SATD","// We fallback to calculating the owner from the root of the view:"
"Not SATD","// \OC\Share\Constants::TOKEN_LENGTH"
"Not SATD","// A deleted user is handled automatically by the room hooks due to the"
"Not SATD","// Already a userroom share. Update it."
"Not SATD","// Already a userroom share. Update it."
"Not SATD","// Check if there is a userroom share"
"Not SATD","// Check if there is a userroom share"
"Not SATD","// exclude shares leading to deleted file entries"
"Not SATD","// exclude shares leading to trashbin on home storages"
"Not SATD","// exists the error is still ""Room not found""."
"Not SATD","// Filter by node if provided"
"Not SATD","// Finally delete all custom room shares leftovers for the given user"
"Not SATD","// FIXME Should be moved away from GenericEvent as soon as OCP\Share20\IManager did move too"
"Not SATD","// FIXME: would not detect rare md5'd home storage case properly"
"Not SATD","// If the sharer is not a participant of the room even if the room"
"Not SATD","// No chat permissions is like read-only"
"Not SATD","// No userroom share yet. Create one."
"Not SATD","// No userroom share yet. Create one."
"Not SATD","// Now delete all the original room shares"
"Not SATD","// Room shares when the user has a share exception"
"Not SATD","// Shares referring to deleted files are stored as 'false' in the cache."
"Not SATD","// Special share type for user modified room shares"
"Not SATD","// user being removed from the room."
"Not SATD","//' . substr($url, 5);"
"Not SATD","//' . substr($url, 6);"
"Not SATD","// Don't perform network requests when running tests."
"Not SATD","// find a better way to notify existing users to update the room."
"Not SATD","// find a better way to notify existing users to update the room."
"Not SATD","// find a better way to notify existing users to update the room."
"Not SATD","// FIXME some need to go to all HPBs, but that doesn't scale, so bad luck for now :("
"Not SATD","// TODO(fancycode): We should try to get rid of 'alluserids' and"
"Not SATD","// TODO(fancycode): We should try to get rid of 'alluserids' and"
"Not SATD","// TODO(fancycode): We should try to get rid of 'alluserids' and"
